Kommunenummer,FeatureID
3901,0eb906fa-62e4-42e2-b0b6-26177b4009d4
5042,1c05aa4d-4c4d-4869-af88-406b25842381
4634,5f22812b-9f2b-47e8-b4bf-1d80620f4bf2
1813,198eef71-90ea-47f4-acd3-1e21b80e39a3
1870,87eebee0-8d8d-4e4a-88d3-99170ede0bf2
1851,f18707e6-8ce4-4b0b-b614-501ebb1692eb
1580,efe40656-9764-4926-ac55-d04d4665f3ef309adcd6ebb29b25f943202101bd25629c640705329b831e6dbc530e29ed428c
5056,7b69ba4e-a8c8-4013-8aa5-751f0f1d176c
5053,0134921c-0ff3-4188-bc05-acfdb5f313a5
3305,f6ea4e51-d376-4c6f-9c95-c83bbe83013a
1111,4f8bca1c-fdfc-4f15-a31e-aea68932cc0b
1517,3ff12043-3562-45a7-ad3a-093ae2b53999
3416,0930dfed-de16-48c3-aaa5-0dd56cb2661b
5516,bc30051b-5209-4be5-b1fa-4bd6d17cf477
1806,6a3369f7-2b15-4719-bf18-6ce46e416d80
5006,6880c18a-f70c-4b08-bde5-7c0ac01acac3
5540,64df1997-a4cd-446e-a1bc-d36f24fa554f
1865,9a0f1628-27c8-4a16-8f6b-506f3d3c6620
5026,c7613671-a3c0-4a17-9f42-8450ce7b0df4
3426,57f4f1e3-a68a-4e19-b1dc-1e2df6d2a620
3436,f24feed6-3165-4023-abc7-de6b844810a6
1520,eba4a975-03b9-4257-ae9b-ab447574d180
4628,d6e4101e-5c40-40e5-b7b3-1e3c00af3d4b
4222,30769506-ab4d-4a00-ab02-2eb28bfb5a90
4220,58e7c80f-b9c2-43f6-99b7-4a0ac3eb923b
1554,d60c476a-7e36-4675-8ef5-218cf8c0e3d0
4626,b8774162-90dd-4039-acb2-a4a6db46fcbc
5532,9e24b188-830d-4fb1-8c27-f3428af8a6b4
1145,7b7fda38-64a8-4197-a54c-5244f4dc4d64
1106,940e4992-3450-4448-97b7-ff992b2950fa
4010,837c552b-3a67-43ce-9d5d-5908397f3f74
1563,cefd118d-0c98-483d-a9a4-965b0996c479
4202,3fbfd0ea-2fc2-4d12-b05a-d3f70913a69e
3216,5b6fe7ff-260e-4a9e-b203-b83a71eb0a56
5052,e5aeee32-1cd2-4dc5-81d1-4a62460be55d
4623,6aa031bd-5108-498f-bf09-0f113b5afe50
3434,12ddd70c-6a04-4194-804d-85ca51457dc6
4625,adf34999-9830-4695-a2bd-8eadb7cb0043
4631,b9fe496b-8cbf-4c7e-bf49-8392a8f54fb6
4641,38bc1c6e-d1f2-4979-8988-2549f38f776f
4621,8520c379-9da9-4a14-92ad-5fd4cd6d5446
5022,2fc1366b-c2f5-45d5-a453-824adcc41d07
3454,4073df8a-38ee-4d9e-906d-b5758778013e
1151,6f5440e1-0690-4c54-82b5-568b397dd87b
3203,ca889b1d-f767-4afc-afed-be95e29ae4fa
3101,a6d3e1db-c015-4f66-9913-eafb3cb277d5
3110,0d7b8902-b8a3-4e1e-a9fc-df5b2733c617
5034,b45137f4-e95c-42aa-85a4-cd5311be2279
1871,ea27c7d3-cf73-4a79-b1b7-75abd0b3cf20
5544,59dd3930-9f65-49b2-9a3a-3d6c4c03a83b
5607,9d7b1475-dfc8-46ad-b70a-f722278f78dc
1144,9d37c2e1-9376-4b36-b56c-4116384e18d1
4205,1c5f2a65-7542-4701-8679-dd0431ed6a94
1868,b74c8d85-746e-4b76-a925-fc8d98f46a76
3414,17a11e84-eb13-4aaa-8298-d4a0c848a837
5618,b7367e0d-2972-4d9c-93a5-431a10122ac3
5038,a3652f85-96d3-42cf-a8e5-aae2c889f330
5043,3622cd40-32ca-45e5-9457-68f459f22fed
1826,81fcfb11-829c-4676-93e6-69d4ba3b4fe1
1856,5aad93ea-c518-4c26-8a75-d99d1c4322cc
3450,6fa0e284-ac3b-4ffc-8073-a6c95b339d73
1874,3d4c47ef-da17-4fb3-ba70-fc5f7b91b2e5
4206,ec2a87f2-8dfa-4fb1-af0b-a9fc64979f14
4224,41fc71df-b2ed-4fde-9b4b-1f2aeba338d3
1816,f97a23b9-4d66-4796-9aee-f9e06d5eb9ca
3228,9c2dca34-8f37-4a68-91bf-5983c18b40a3
5510,cb8b5dc4-2e75-476d-988f-9f4b1307d8f0
3431,4bf79306-89f1-4b09-a566-f246932e74f1
5501,2f105ea7-e1dc-48e5-af76-09dbb920db0d
1516,75642bdd-fd9e-45d9-b9f2-f47432738fed
5057,6275c2e1-b61c-4ad6-8322-a043201c9820
4012,b54ccf70-e272-4151-9700-7f80ce70cb38
3330,0a511fd7-9fb7-4bff-8322-6b720461c34a
3425,b4732779-db16-478c-b95d-0e0f1d470ba6
3120,f9b0d8a0-4a00-4353-9a28-10e0f91f515e
4223,24d908d1-655e-4cfd-9f06-d94dae84b43a
3420,3cd9325d-771b-427b-a4c0-85068ee74cbb
1124,5bf20af1-5430-45a8-b4df-6c50bc30ebb1
3909,6de61215-35a5-49a9-b71b-32223dff8843
4215,e5e35a7f-53c6-4ef4-b5b1-38796d9f00d8
3114,9f5a089b-9f44-44d9-926c-96e03732e7ef
5021,4cfc3ece-65b6-4c17-adde-b3bede393630
5032,312ece6e-6f7a-4c85-94bc-a529b5bdc24d
1134,0c229077-33b4-4815-b172-29b67cd43b1c
5632,88a5d065-bb43-4e0e-8d0b-bca963d062aa
1837,4ad19919-9e2b-4d0c-b9f0-c0c9d78f3b93
1875,32b7a1d8-b69c-4fe9-b2e1-faef314947cd
1860,8fd2c6df-babc-4a49-ac5b-afdd390518d5
1515,1ab3cedd-013f-487a-9e8c-9a7f2c6f5354
3433,17b84acb-5f26-45ee-a0aa-728a32c95f84
1840,24f92d31-e356-4e57-97a7-5bf1776ddd0a
1576,970cfdc1-1760-4e05-995a-c889068cac44
1114,b3e95560-b2c2-4f41-b51e-9c90b487fec0
3201,42ec0811-e0e3-42bb-9645-293057222601
3911,926f576c-0db6-4b98-805f-2932ba914baf
4032,2e32159b-6a67-4baf-8cd9-0b3899f43d72
1578,92691e1b-3b86-40ad-851e-f3899f43508e
4614,8fe8934c-b2c2-496d-ae64-2cf37495742b
4629,f1b48c72-2140-4129-b2d3-b2f857651f3d
3446,6c179cd5-1d65-45df-b522-99168b93a84e
1103,837791de-4014-4e8a-a3de-ac2044befe2c
4639,0ed5809d-d04a-45cf-b3ba-04998790444e
5512,383eb054-bb62-4e65-8707-28f905a2d995
4001,1796b772-f145-4c22-a613-47b0be9a85c9
5059,63b2a030-fa63-4355-b563-706279f9c240
3423,95d47c84-7d5c-4ad6-b05c-3f2e3ec80f82
3336,fa62d974-11c6-438b-a9af-786cd76f3474
5636,0ef8e159-6830-4920-869a-83ffdd074340
4635,9e5777cd-53da-45e1-9d53-43a0f08d9fc1
3905,bc7b84b8-b363-4588-8cf6-3c370afc1e1c
5514,6756c184-c5d6-4e90-aed1-eb4bc61f387d
4613,64df7598-63d0-4d44-81c6-f5a0780bd9d4
1828,98f11f45-4ebe-4e54-9dd5-cb9bebf81cda
1827,68e7bac8-f3ff-4cca-b98b-4e69782d6a2d
5601,c55aac2c-1107-4ed4-b107-0abf90c820db
3312,4c57eb86-6eb4-424d-9909-3473ac61918d
4211,0f682c0f-c483-4ebf-9dd9-32c75b4caaa1
3441,600326ee-11ae-4d9d-bbaf-2ab459540995
1811,d509d684-84c1-4fdb-a2c4-639dbd55df9e
4630,1cabf42b-692c-413e-ac59-fa810cef7d1f
1560,3f60ce31-325d-4d4a-b023-57ce48f695ec
1535,3e4c0835-3425-4f81-8cee-b047d5c559d4
4024,82d4c807-e1cd-4941-9015-8c0d7960ced5
4221,76f0d01d-8f55-4360-b240-952bb85dddff
5620,324a56a6-94b2-4511-aa96-f2a4bbd6fc22
3124,3e0e7fb7-a067-4e5c-be22-ad58c7124d63
4619,3992cb86-5b7f-4a9d-987b-ea997025b24d
5616,afbc50e6-bb92-4bb4-bcdb-fc83e1e7e444
4014,38b30a93-d01a-4939-8aa5-9190ced93162
5534,64484c75-ecbe-4b32-bbd5-57022e2bb425
3118,f19e7d46-1a86-4cbb-b262-3fdfeb7a31ab
3314,dbd6250b-1b53-4c6f-8e41-f1b7ba4d3e91
4028,32e90869-c2ce-4390-9efb-93965e44a2ac
1525,d0289985-41ff-4f2a-8eb1-2b41d9f6879c
3338,d4000778-bb1d-4f8c-a0d2-7788d5dda5c3
4214,b69eddc8-cbd7-44df-a80c-a1cf6601e521
1838,76285d74-fed7-4c42-82d8-792dcaaf2c3e
1825,287b1925-357d-49b5-93e4-e57f1c6c48b4
4649,8f8498b7-16fe-4793-a8f4-45c17d026f76
3310,f4cc75d3-031e-48c7-ba78-66df9002c07a
1146,37ef1fcd-1a99-4f6c-bee4-41c70b8fc1cb
4636,dadfaa2a-7413-4fb4-a6f5-aa3b5dbf0507
5610,acbef55a-a616-4845-ab4f-a5a9ea6b0e98
4022,d0978550-67a8-4af7-9c21-1ca80f6bdbfa
1820,6373f185-3ea5-4843-96cf-90c46ae7d8fe
4612,a98555c9-41fd-453a-bdd5-560fe23930d0
3105,ce0fae43-1f8d-4da4-97b4-4a4961e923c0
4642,6a2d3b05-202e-4f35-bb90-340c95610edb
4622,c380ea63-1619-400b-8d47-dede3749f5b8
3421,ff289cbb-14c8-4c74-8a31-896b2c175667
3322,23c8a246-2a22-4217-bc32-519e97b45f00
3401,1b838adc-5167-4b55-a773-fadbadee84b2
5626,29818c5a-4baa-4ca9-98a5-8b78ab00877a
4203,ee718989-7390-42d1-96fd-29b5e2615439
3417,44af1277-ae62-491c-9918-23fba520b954
3448,75c667c6-5e04-48ed-9bfe-1da57bf18390
5530,8d1e0a0a-5bd0-4a21-8e5b-bd3cb2a0d4b7
3430,ab1646a5-afb3-4c8b-8045-ce233ec8c039
1532,d524ccd1-48fd-435d-ab78-75bc0c7bc2a7
1833,3f2b552c-2a55-4fb4-b9a8-cea2a2e45406
3907,ac7e05cd-fb07-4270-ad95-e3c32c1370d0
3209,1ca0f13d-e85d-44fe-897d-82b3dd555c1a
4633,551c1982-1434-450e-a8fe-2b79cd62b1db
3116,9948d9bd-c661-41d0-b47e-cb077fe231b9
3218,74273193-b926-40e1-959e-e02c3942dc81
5536,e294e1ca-10fc-471e-885f-27fc5e027620
3220,afb7764a-6c5a-4a0a-94fe-e02d3390d5a4
4618,511c60a9-d307-4c31-ac25-781af6330c27
5037,91b6bbc7-e889-43cc-85ac-f6a2b9b47d39
1108,41bd2013-db58-4f41-ba1e-d47a61c39088
5603,778bf04f-6b8c-4c43-8c9d-de7f6777635b
5058,eb193bc4-8fe7-475e-80e1-596559a90945
4648,d5f5bcef-38b4-4bb5-93b8-cb68bf34746b
1853,4cf12380-708e-4879-b161-8d09ae2bfda3
3449,7ff82dc8-0271-4e0f-a758-cee0292b8ceb
3226,d0b3686c-fad0-45d4-bc87-c3c5528ee601
3112,ea20afc9-b122-4996-b5ec-291a8cf8a879
5622,ecbd9c3f-4780-4581-92a6-21d443226bac
4643,e7c86115-3d9e-43e6-82fb-c2c05f4c215e
3122,4df569ef-5dfd-4534-b057-7caf2fe8d49d
3438,3509e7d4-20e1-45d0-95aa-96cdbcc89928
4030,c407bca0-3d6a-4bcd-8423-fa46adf31267
3415,c8cf8dce-0b85-45a2-968c-a17942dd64b4
5001,716abf9b-ecff-411a-a0f9-542e7e0debba
3403,13900f60-1c4a-4a21-9dd2-37efbcecce02
5518,97e07234-6c9b-4b9f-a685-3a016d39b302
5014,c0109514-1ba9-49a2-9063-15e89cb03e55
3232,e05680be-2c9d-4aac-9cb7-a65cba8a532f
4226,04640fc1-a9a2-449a-b5b7-0dc8ea50dd32
5520,3a7a9b3e-a6a9-4ef7-bc4e-0f1083a8de1a
1547,75bac93e-de89-4bc1-a0d4-775cdcf8f423
3320,0db85919-28bf-4d3c-8972-130b0fb5376e
3107,1e84e1f2-4a95-4d04-9651-c68318d93127
1149,a7321f05-33bb-4df6-99e2-0787142b8e83
5044,f683728d-d5e1-49f3-80d4-23f2f0c9e61f
3427,73c8e158-0d23-4143-9024-9aa56c24c31c
3318,ff08a39d-37f4-4543-b0f7-64d45dc88323
4651,5e2d6b0d-ad7d-4de9-88ff-f57f591aaef8
3242,a1c460d1-b050-4c59-b309-eb5cdc8de2ff
