number,water,coordsys,momentX,momentY,arithX,arithY,rmsX,rmsY,harmonicX,harmonicY,geomeanX,geomeanY,medianX,medianY,minboundX,minboundY
1547,true,4258,6.6849102946859995,62.9242555241411,6.984032949820599,62.78806265664639,6.984393871933469,62.78807104543743,6.9832740449281685,62.788045926540775,6.983659853807332,62.78805428369694,6.997195553723266,62.785984847066956,6.692737013778017,62.94230922786137
3911,true,4258,10.495907321091007,59.01939041024993,10.422552861986482,59.22367981539125,10.422792048490681,59.22374810397036,10.422081060886189,59.2235424849643,10.422315873173751,59.22361127609742,10.40594188106806,59.25669090900242,10.502622551347079,59.016050761780605
3110,true,4258,10.878671222114644,59.018286838479206,10.920100026936382,59.06495534628224,10.921091109519164,59.06502408418315,10.91811014676689,59.064817552643994,10.919106361959333,59.06488650248484,10.927777809575115,59.11235834258057,10.880218813020683,58.950078233136935
3222,true,4258,10.969317012563042,59.892486125471414,10.9969789087881,59.891433952922306,10.997042989130826,59.89144587458459,10.996850197374215,59.891410112716905,10.996914644867104,59.891422032298664,11.015788260622731,59.88711107550046,10.968891987622523,59.897170387965346
3224,true,4258,11.077243660372789,59.882331697939506,11.040137710825638,59.87475503257126,11.040209211989174,59.87476581177745,11.039995600405978,59.87473348355698,11.04006650720523,59.874744256497365,11.022822346023338,59.868404237540446,11.092231771686478,59.891016237579066
1514,true,4258,5.317584057610037,62.279513554509414,5.604339043905853,62.25358135122773,5.606640341588407,62.25359728839717,5.599365508147373,62.25354949045155,5.601917323508774,62.25356541858238,5.617105152014208,62.25715135237251,5.304973333626778,62.293998208822146
1124,true,4258,5.346979554730686,58.88581376336615,5.644506348338286,58.869510333523415,5.6448936623154005,58.86952501154253,5.643677705021308,58.86948098650114,5.644101499062128,58.86949565850816,5.658908401159255,58.85843658312161,5.3553264381056245,58.882122706935945
1835,true,4258,11.897683369650967,66.55235779271024,11.918052886598694,66.58580769617089,11.923532926109335,66.58597864166433,11.90715984904607,66.58546536483374,11.912593970945839,66.58563660373706,11.858834699152585,66.66878276517345,11.866601053879416,66.56405977613656
1151,true,4258,4.7061086499133085,59.2706287965276,4.596694869254117,59.23758579857424,4.600822444920268,59.23764504951466,4.588884664722259,59.2374673295673,4.592715744378846,59.23752655858139,4.515276887630362,59.245119312465114,4.7425425502278635,59.25758866987132
3218,true,4258,10.783834473877745,59.67868902966211,10.812775201854363,59.64424043942963,10.812958751522844,59.6442558553552,10.812406510692202,59.64420962691844,10.812591120856666,59.64422502995012,10.83172956848396,59.6298577210411,10.782929417341016,59.679135512757725
